MLSNum,HouseStatus,StatusChangeTimestamp,PropType,ListPrice,ClosePrice,Address,City,Acres,SqFtTotal,SqFtEstHeatedAboveGrade,StyleorRentType,RoomsTotal,BedsTotal,Bathrooms,GaragePark,YearBuilt,DaysonMarket,AgentID,listingagent,PhoneNumber,Email,Year,Year_Month,Day_of_Week
170535749,CLSD,2023-01-03,SF,339900,401000.0,28 State St,Wethersfield,0.4,1521,1521,"Colonial, Victorian",6,3,1.5,2 Car/Detached Garage,1905,5,412,Kristin E Demarco-Pancavage,9592985164,kristinedemarco-pancavage@example.com,2023,2023-01,Tuesday
170492905,CLSD,2022-07-07,SF,359000,368000.0,45 Turkey Hill Rd,Newington,0.49,1820,1220,Raised Ranch,5,3,2.0,2 Car/Under House Garage,1964,7,413,Kyle R Civittolo,4754695893,kylercivittolo@example.com,2022,2022-07,Thursday
170523513,CLSD,2022-10-31,SF,349000,375000.0,119 Woodbridge Rd,Glastonbury,0.39,1300,1300,Ranch,5,3,2.0,1 Car/Attached Garage,1953,6,413,Kyle R Civittolo,4754695893,kylercivittolo@example.com,2022,2022-10,Monday
170483795,CLSD,2022-08-02,SF,359000,375000.0,168 Pond Cir,Glastonbury,0.46,1794,1394,Ranch,6,3,2.0, Car/Paved,1953,2,414,Hedy Hartley,4754102336,hedyhartley@example.com,2022,2022-08,Tuesday
170483244,CLSD,2022-06-09,SF,319900,375000.0,27 Briarwood Dr,Glastonbury,0.48,1811,1394,Raised Ranch,8,3,1.5,2 Car/Attached Garage,1964,4,415,Tracy L Molloy,9597604540,tracylmolloy@example.com,2022,2022-06,Thursday
170492086,CLSD,2022-07-12,SF,289900,310000.0,137 Elm Hill Rd,Vernon,0.22,1842,1842,Cape Cod,6,3,2.0," Car/Paved, Off Street Parking",1998,44,415,Tracy L Molloy,9597604540,tracylmolloy@example.com,2022,2022-07,Tuesday
170493125,CLSD,2022-08-10,SF,199900,226000.0,102 Benton St,Manchester,0.16,1353,1353,"Colonial, Bungalow",6,3,1.5,1 Car/Under House Garage,1927,68,415,Tracy L Molloy,9597604540,tracylmolloy@example.com,2022,2022-08,Wednesday
170465000,CLSD,2022-03-27,SF,349900,370000.0,119 Candlewyck Dr,Newington,0.31,1558,1558,Ranch,7,3,1.5,2 Car/Attached Garage,1969,4,416,Tracy S Wagner,9599542603,tracyswagner@example.com,2022,2022-03,Sunday
170478033,CLSD,2022-06-10,SF,359900,380000.0,88 Sherman Rd,Glastonbury,0.51,1788,1788,Ranch,6,3,1.5,1 Car/Carport,1956,4,416,Tracy S Wagner,9599542603,tracyswagner@example.com,2022,2022-06,Friday
170516527,CLSD,2022-10-05,SF,325000,348525.0,54 Summit St,Newington,0.29,2126,1788,Cape Cod,8,3,2.0,1 Car/Attached Garage,1929,4,416,Tracy S Wagner,9599542603,tracyswagner@example.com,2022,2022-10,Wednesday
170519593,CLSD,2022-11-16,SF,275000,300000.0,161 Harding Ave,Newington,0.24,1628,1278,Split Level,8,3,1.5,2 Car/Attached Garage,1957,3,416,Tracy S Wagner,9599542603,tracyswagner@example.com,2022,2022-11,Wednesday
170499024,CLSD,2022-07-29,SF,339900,402000.0,104 3 Mile Rd,Glastonbury,1.55,1349,1349,Cape Cod,6,3,2.0,"1 Car/Attached Garage, Detached Garage",1951,3,417,Emily A Turker,2037779520,emilyaturker@example.com,2022,2022-07,Friday
170475335,CLSD,2022-04-18,SF,329900,358000.0,101 South Rd,Marlborough,1.0,2003,1236,Ranch,6,3,1.5,3 Car/Attached Garage,1964,4,418,The Miglietta Team at Berkshire Hathaway HomeServices New England Properties,9596729412,themigliettateamatberkshirehathawayhomeservicesnewenglandproperties@example.com,2022,2022-04,Monday
170502587,CLSD,2022-08-01,SF,429900,464000.0,114 Buttonball Ln,Glastonbury,0.51,2102,1352,Ranch,6,3,1.5,1 Car/Attached Garage,1960,4,418,The Miglietta Team at Berkshire Hathaway HomeServices New England Properties,9596729412,themigliettateamatberkshirehathawayhomeservicesnewenglandproperties@example.com,2022,2022-08,Monday
170506621,CLSD,2022-08-26,SF,425000,476000.0,17 Fox Meadow Ln,West Hartford,0.26,1742,1742,Ranch,6,3,2.0,1 Car/Attached Garage,1959,4,418,The Miglietta Team at Berkshire Hathaway HomeServices New England Properties,9596729412,themigliettateamatberkshirehathawayhomeservicesnewenglandproperties@example.com,2022,2022-08,Friday
170513538,CLSD,2022-10-17,SF,299900,288000.0,175 Oakland St,Manchester,1.28,1362,1362,"Colonial, Farm House",7,3,1.5, Car/Barn,1900,14,418,The Miglietta Team at Berkshire Hathaway HomeServices New England Properties,9596729412,themigliettateamatberkshirehathawayhomeservicesnewenglandproperties@example.com,2022,2022-10,Monday
170529290,CLSD,2022-12-05,SF,399900,428000.0,66 Olde Stage Rd,Glastonbury,0.63,1662,1662,Ranch,7,3,2.0,2 Car/Attached Garage,1959,6,418,The Miglietta Team at Berkshire Hathaway HomeServices New England Properties,9596729412,themigliettateamatberkshirehathawayhomeservicesnewenglandproperties@example.com,2022,2022-12,Monday
170472734,CLSD,2022-04-26,SF,399900,450000.0,33 Tall Timbers Dr,Glastonbury,0.74,2358,2016,Ranch,7,3,2.0,2 Car/Attached Garage,1969,2,419,Paige C Niver,9593719151,paigecniver@example.com,2022,2022-04,Tuesday
170519725,CLSD,2022-10-17,SF,339900,360000.0,161 Blue Ridge Dr,Manchester,0.88,1948,1948,Ranch,7,3,2.0,2 Car/Attached Garage,1970,3,419,Paige C Niver,9593719151,paigecniver@example.com,2022,2022-10,Monday
170483722,CLSD,2022-05-15,SF,412500,475000.0,143 Ledgewood Dr,Glastonbury,1.04,2156,2156,Split Level,7,3,1.5,2 Car/Attached Garage,1958,9,420,Taylor Mandell-Daly,4754866756,taylormandell-daly@example.com,2022,2022-05,Sunday
170511770,CLSD,2022-09-10,SF,239900,262000.0,52 Buck St,Newington,0.14,1360,1360,Cape Cod,6,3,2.0,2 Car/Detached Garage,1947,13,421,Nancy J Stetson,2031926876,nancyjstetson@example.com,2022,2022-09,Saturday
170516195,CLSD,2022-09-12,SF,385000,420000.0,39 Bittersweet Hl,Wethersfield,0.51,2419,1919,Ranch,7,3,2.0,2 Car/Attached Garage,1948,5,421,Nancy J Stetson,2031926876,nancyjstetson@example.com,2022,2022-09,Monday
170517381,CLSD,2022-09-07,SF,474900,515000.0,110 Stanley Dr,Glastonbury,0.71,2470,2470,Contemporary,8,3,2.0,2 Car/Attached Garage,1977,0,421,Nancy J Stetson,2031926876,nancyjstetson@example.com,2022,2022-09,Wednesday
170516129,CLSD,2022-10-24,SF,270000,265000.0,229 Hartford Ave,Newington,0.16,1320,1320,Cape Cod,6,3,2.0," Car/Paved, Driveway",1954,67,422,Eli Joseph,2032008747,elijoseph@example.com,2022,2022-10,Monday
170484005,CLSD,2022-06-13,SF,229900,265000.0,39 Sequin St,Hartford,0.17,1356,1356,Cape Cod,6,3,2.0,1 Car/Detached Garage,1942,4,423,Helton Dornelas,4755890271,heltondornelas@example.com,2022,2022-06,Monday
170484010,CLSD,2022-07-30,SF,279900,279900.0,22 Hubbard Rd,Hartford,0.16,1319,1319,Ranch,6,3,1.5,1 Car/Attached Garage,1963,63,423,Helton Dornelas,4755890271,heltondornelas@example.com,2022,2022-07,Saturday
170484380,CLSD,2022-06-20,SF,229900,250000.0,62 Rosemont St,Hartford,0.15,1344,1344,Colonial,6,3,1.5,2 Car/Detached Garage,1920,5,423,Helton Dornelas,4755890271,heltondornelas@example.com,2022,2022-06,Monday
170384327,CLSD,2022-05-12,SF,55000,45000.0,"86 Fairmount St, Unit #86",Hartford,0.04,884,884,"Colonial, A-Frame",5,3,1.5,1 Car/Attached Garage,1989,5,432,Vincent Bish,2034200374,vincentbish@example.com,2022,2022-05,Thursday
170456006,CLSD,2022-05-02,SF,185000,191000.0,32 Coolidge St,Windsor Locks,0.52,1092,1092,Ranch,6,3,2.0,1 Car/Attached Garage,1958,56,433,John Oliveri,9590007883,johnoliveri@example.com,2022,2022-05,Monday
170456102,CLSD,2022-06-30,SF,235000,275000.0,50 Cody Cir,South Windsor,0.46,1496,1496,Ranch,6,3,2.0,2 Car/Attached Garage,1995,137,433,John Oliveri,9590007883,johnoliveri@example.com,2022,2022-06,Thursday
170462535,CLSD,2022-04-05,SF,250000,270000.0,124 Quaker Ln N.,West Hartford,0.17,1472,1472,Colonial,6,3,1.5,1 Car/Attached Garage,1941,35,433,John Oliveri,9590007883,johnoliveri@example.com,2022,2022-04,Tuesday
170467851,CLSD,2022-07-11,SF,220000,210000.0,50 Rosewood Dr,Newington,0.26,1248,1248,Ranch,5,3,2.0,1 Car/Attached Garage,1962,56,433,John Oliveri,9590007883,johnoliveri@example.com,2022,2022-07,Monday
170470686,CLSD,2022-05-20,SF,244000,273000.0,200 Belridge Rd,New Britain,0.17,1470,1470,Colonial,6,3,1.5,1 Car/Attached Garage,1967,21,433,John Oliveri,9590007883,johnoliveri@example.com,2022,2022-05,Friday
170508787,CLSD,2022-08-31,SF,399900,475000.0,11 Fernwood St,Wethersfield,0.37,2171,2171,Colonial,9,3,2.0,2 Car/Detached Garage,1915,4,433,John Oliveri,9590007883,johnoliveri@example.com,2022,2022-08,Wednesday
170528859,CLSD,2022-12-02,SF,95500,115000.0,39 S. Whitney St,Hartford,0.1,1171,1171,Colonial,6,3,1.5, Car/Off Street Parking,1905,6,433,John Oliveri,9590007883,johnoliveri@example.com,2022,2022-12,Friday
170504899,CLSD,2022-08-29,SF,115000,115000.0,70 Ashford St,Hartford,0.14,960,960,"Ranch, A-Frame",5,3,1.5,"1 Car/Attached Garage, Paved",1958,0,434,Errol B Lloyd,8602584016,errolblloyd@example.com,2022,2022-08,Monday
170507543,CLSD,2022-10-18,SF,187000,187000.0,305 Lyme St,Hartford,0.18,1287,1287,Colonial,6,3,1.5,1 Car/Attached Garage,1941,1,434,Errol B Lloyd,8602584016,errolblloyd@example.com,2022,2022-10,Tuesday
170466682,CLSD,2022-03-24,SF,109900,116222.0,150 Andover St,Hartford,0.17,1125,1125,Cape Cod,6,3,2.0, Car/Off Street Parking,1950,18,435,Paul A Cranick,4755206212,paulacranick@example.com,2022,2022-03,Thursday
170481704,CLSD,2022-06-09,SF,329900,375000.0,14 Mulberry Ln,Middletown,0.16,1514,1514,Ranch,5,3,2.0,2 Car/Attached Garage,1994,3,435,Paul A Cranick,4755206212,paulacranick@example.com,2022,2022-06,Thursday
170488676,CLSD,2022-07-05,SF,329900,363000.0,104 Morning Glory Dr,Middletown,0.17,1800,1476,Ranch,6,3,2.0,2 Car/Attached Garage,1994,5,435,Paul A Cranick,4755206212,paulacranick@example.com,2022,2022-07,Tuesday
170504914,CLSD,2022-08-31,SF,279900,291500.0,49 Auburn Rd,Manchester,0.27,1424,1424,Ranch,6,3,2.0,2 Car/Attached Garage,1986,20,435,Paul A Cranick,4755206212,paulacranick@example.com,2022,2022-08,Wednesday
170505437,CLSD,2022-10-18,SF,278200,309750.0,25 Penny Pl,Wethersfield,0.58,1777,1777,Ranch,7,3,2.0,2 Car/Attached Garage,1969,12,435,Paul A Cranick,4755206212,paulacranick@example.com,2022,2022-10,Tuesday
170485396,CLSD,2022-06-16,SF,249600,265000.0,3 Valley Crest Dr,West Hartford,0.21,1643,1643,Colonial,7,3,1.5,1 Car/Attached Garage,1959,17,436,Mark J Porriello,4751736441,markjporriello@example.com,2022,2022-06,Thursday
170490598,CLSD,2022-08-23,SF,225000,245609.0,680 Center St,Manchester,0.17,1264,1264,Cape Cod,6,3,1.5,2 Car/Detached Garage,1942,77,436,Mark J Porriello,4751736441,markjporriello@example.com,2022,2022-08,Tuesday
170502778,CLSD,2022-11-18,SF,247500,240000.0,83 Bentley Dr,Manchester,0.31,1253,1253,Cape Cod,6,3,1.5,2 Car/Attached Garage,1995,102,436,Mark J Porriello,4751736441,markjporriello@example.com,2022,2022-11,Friday
170511802,CLSD,2022-11-21,SF,119600,119600.0,943 Tower Ave,Hartford,0.27,1188,1188,Ranch,6,3,1.5,1 Car/Attached Garage,1953,43,436,Mark J Porriello,4751736441,markjporriello@example.com,2022,2022-11,Monday
170529670,CLSD,2022-11-29,SF,299900,295250.0,175 Orchard Ave,Newington,0.7,1294,1294,Cape Cod,6,3,2.0,2 Car/Detached Garage,1952,5,436,Mark J Porriello,4751736441,markjporriello@example.com,2022,2022-11,Tuesday
170524018,CLSD,2022-11-11,SF,122500,120000.0,73 Kensington St,Hartford,0.16,1113,1113,Row House,6,3,1.5," Car/Tandem, Off Street Parking",2003,39,437,Felipe Bruno,4750002583,felipebruno@example.com,2022,2022-11,Friday
170467457,CLSD,2022-03-29,SF,90100,113000.0,24 Prentice St,Plainville,0.28,815,815,Colonial,6,3,2.0, Car/Other,1910,10,438,Drew Hershey,4755841063,drewhershey@example.com,2022,2022-03,Tuesday
170472479,CLSD,2022-04-29,SF,116600,149000.0,130 Campfield Ave,Hartford,0.13,1546,1546,Colonial,6,3,1.5,"2 Car/Detached Garage, Off Street Parking",1915,15,438,Drew Hershey,4755841063,drewhershey@example.com,2022,2022-04,Friday
170539313,CLSD,2023-01-06,SF,144900,151550.0,90 Campfield Ave,Hartford,0.16,1463,1463,"Colonial, Other",6,3,1.5,2 Car/Detached Garage,1900,3,439,Enrique Quintana,4757215088,enriquequintana@example.com,2023,2023-01,Friday
170488887,CLSD,2022-08-08,SF,165000,153500.0,232 Campfield Ave,Hartford,0.1,1092,1092,Cape Cod,6,3,1.5," Car/Paved, Off Street Parking",1925,72,440,Zachary D Nichols,8602618249,zacharydnichols@example.com,2022,2022-08,Monday
170493117,CLSD,2022-08-08,SF,525000,535000.0,769 Mountain Rd,West Hartford,0.33,1675,1675,Cape Cod,6,3,2.0,"1 Car/Attached Garage, Paved, Off Street Parking",1948,23,440,Zachary D Nichols,8602618249,zacharydnichols@example.com,2022,2022-08,Monday
170492183,CLSD,2022-08-23,SF,165000,155000.0,119 Palm St,Hartford,0.17,2210,1538,Colonial,6,3,1.5,1 Car/Detached Garage,1925,62,441,Velma Toney,4753706126,velmatoney@example.com,2022,2022-08,Tuesday
170464899,CLSD,2022-04-08,SF,229000,240000.0,29 1/2 Mountain St,Vernon,0.34,1881,1881,Cape Cod,6,3,1.5," Car/Unpaved, Off Street Parking",1936,6,442,Kayla Suprin,2032448491,kaylasuprin@example.com,2022,2022-04,Friday
170536233,CLSD,2023-02-07,SF,159000,158000.0,42 Bliss St,Hartford,0.07,1313,1313,"Cape Cod, Bungalow",7,3,1.5, Car/Paved,1900,55,442,Kayla Suprin,2032448491,kaylasuprin@example.com,2023,2023-02,Tuesday
170536243,CLSD,2023-01-25,SF,280000,275000.0,81 Farnham Rd,South Windsor,0.45,1488,1488,Ranch,6,3,2.0," Car/Paved, Driveway",1958,28,442,Kayla Suprin,2032448491,kaylasuprin@example.com,2023,2023-01,Wednesday
170543114,CLSD,2023-03-13,SF,170000,165000.0,82 Madison Ave,Hartford,0.17,1450,1450,Colonial,5,3,2.0,3 Car/Detached Garage,1908,6,443,Orell Coley,2033017182,orellcoley@example.com,2023,2023-03,Monday
170488125,CLSD,2022-06-20,SF,399000,500000.0,550 Fern St,West Hartford,0.25,1628,1628,Colonial,7,3,2.0,1 Car/Attached Garage,1949,2,444,Tommy Warren,2033854624,tommywarren@example.com,2022,2022-06,Monday
170517012,CLSD,2022-11-09,SF,169900,165000.0,152 Glendale Ave,Hartford,0.08,1440,1440,Antique,6,3,1.5," Car/Paved, Driveway",1915,12,444,Tommy Warren,2033854624,tommywarren@example.com,2022,2022-11,Wednesday
170496977,CLSD,2022-09-23,SF,325000,309000.0,41 Ichabod Rd,Simsbury,0.86,1920,1470,Ranch,6,3,1.5,2 Car/Attached Garage,1956,61,445,THE ROBERT PERRIELLO TEAM,2038739242,therobertperrielloteam@example.com,2022,2022-09,Friday
170512137,CLSD,2022-09-23,SF,274900,250000.0,163 Clearfield Rd,Wethersfield,0.23,2070,2070,Cape Cod,8,3,2.0,2 Car/Attached Garage,1950,41,445,THE ROBERT PERRIELLO TEAM,2038739242,therobertperrielloteam@example.com,2022,2022-09,Friday
170512629,CLSD,2022-09-09,SF,175000,165000.0,54 Eastview St,Hartford,0.15,1432,1432,Colonial,7,3,1.5,1 Car/Detached Garage,1922,9,445,THE ROBERT PERRIELLO TEAM,2038739242,therobertperrielloteam@example.com,2022,2022-09,Friday
170532008,CLSD,2022-12-27,SF,289900,290000.0,30 Glenwood Dr,Windsor,0.67,1294,1294,Raised Ranch,6,3,2.0,1 Car/Attached Garage,1964,11,445,THE ROBERT PERRIELLO TEAM,2038739242,therobertperrielloteam@example.com,2022,2022-12,Tuesday
170535375,CLSD,2023-03-15,SF,389900,370000.0,89 King Philip Dr,West Hartford,0.35,1749,1749,Ranch,7,3,1.5,1 Car/Attached Garage,1951,53,445,THE ROBERT PERRIELLO TEAM,2038739242,therobertperrielloteam@example.com,2023,2023-03,Wednesday
170540696,CLSD,2023-03-02,SF,239900,210000.0,12 Pratt St,Rocky Hill,0.41,1746,1746,Cape Cod,6,3,1.5,2 Car/Detached Garage,1952,35,445,THE ROBERT PERRIELLO TEAM,2038739242,therobertperrielloteam@example.com,2023,2023-03,Thursday
170534624,CLSD,2022-12-15,SF,178000,168000.0,24 Winship St,Hartford,0.15,1480,1480,Colonial,5,3,1.5, Car/Unpaved,1900,5,446,Josh Bodian,4759234475,joshbodian@example.com,2022,2022-12,Thursday
170455805,CLSD,2022-04-29,SF,225000,239000.0,29 Munro St,Manchester,0.17,1259,1259,Colonial,6,3,1.5,2 Car/Detached Garage,1926,6,447,Amber L Alcazar,4750071516,amberlalcazar@example.com,2022,2022-04,Friday
170460069,CLSD,2022-03-25,SF,179900,185000.0,"28 Morrison St, Unit #B",Vernon,0.0,1300,1300,Half Duplex,5,3,1.5, Car/Off Street Parking,1987,30,447,Amber L Alcazar,4750071516,amberlalcazar@example.com,2022,2022-03,Friday
170514437,CLSD,2022-10-18,SF,500000,475000.0,144 Grier Rd,Vernon,1.36,2315,2315,Cape Cod,6,3,2.0,2 Car/Attached Garage,1995,4,447,Amber L Alcazar,4750071516,amberlalcazar@example.com,2022,2022-10,Tuesday
170526372,CLSD,2022-11-15,SF,159900,170000.0,76 Goodrich St,Hartford,0.12,1842,1098,Cape Cod,6,3,1.5,1 Car/Detached Garage,1941,3,447,Amber L Alcazar,4750071516,amberlalcazar@example.com,2022,2022-11,Tuesday
170455063,CLSD,2022-04-13,SF,160000,175000.0,29 Cambridge St,Hartford,0.12,1302,1302,Cape Cod,6,3,1.5, Car/Off Street Parking,1943,115,448,Andre Holloman,8604910407,andreholloman@example.com,2022,2022-04,Wednesday
170453738,CLSD,2022-06-18,SF,175000,180000.0,87 Euclid St W.,Hartford,0.15,2160,1460,Colonial,6,3,1.5,1 Car/Detached Garage,1925,114,449,Leslie M Mattos,2039037953,lesliemmattos@example.com,2022,2022-06,Saturday
170488304,CLSD,2022-07-23,SF,275000,310000.0,182 Capen St,Windsor,0.76,1864,1364,Ranch,6,3,2.0,2 Car/Detached Garage,1950,28,449,Leslie M Mattos,2039037953,lesliemmattos@example.com,2022,2022-07,Saturday
170516362,CLSD,2022-10-11,SF,275000,285000.0,14 Cherry St,Windsor Locks,0.18,1616,1616,Colonial,6,3,2.0,2 Car/Detached Garage,1890,17,449,Leslie M Mattos,2039037953,lesliemmattos@example.com,2022,2022-10,Tuesday
170471769,CLSD,2022-10-14,SF,184520,184500.0,42 Gaines Dr,Hartford,0.08,1836,1836,Raised Ranch,5,3,2.0,1 Car/Attached Garage,2004,16,450,Andrea A Taylor,8601201949,andreaataylor@example.com,2022,2022-10,Friday
170462083,CLSD,2022-05-09,SF,279900,331500.0,53 Richard St,West Hartford,0.14,1324,1324,Colonial,6,3,1.5,1 Car/Attached Garage,1937,65,451,Sherri Schwartz,8605646936,sherrischwartz@example.com,2022,2022-05,Monday
170465712,CLSD,2022-04-08,SF,399900,405000.0,126 Brunswick Ave,West Hartford,0.14,1634,1634,Colonial,6,3,2.0,1 Car/Attached Garage,1939,3,451,Sherri Schwartz,8605646936,sherrischwartz@example.com,2022,2022-04,Friday
170518731,CLSD,2022-10-31,SF,385000,400000.0,311 Nevers Rd,South Windsor,0.46,1534,1234,Raised Ranch,7,3,2.0,2 Car/Attached Garage,1964,27,451,Sherri Schwartz,8605646936,sherrischwartz@example.com,2022,2022-10,Monday
170518733,CLSD,2022-09-21,SF,179900,186000.0,246 Victoria Rd,Hartford,0.13,1615,1615,"Cape Cod, Colonial",6,3,1.5, Car/Off Street Parking,1932,2,451,Sherri Schwartz,8605646936,sherrischwartz@example.com,2022,2022-09,Wednesday
170471249,CLSD,2022-06-07,SF,180000,187000.0,236 Grandview Ter,Hartford,0.17,1772,1772,Colonial,7,3,2.0,2 Car/Detached Garage,1917,52,452,Kristi Del Aguila,4750200248,kristidelaguila@example.com,2022,2022-06,Tuesday
170526355,CLSD,2022-12-27,SF,199900,190000.0,75 Battles St,Hartford,0.14,1925,1925,Raised Ranch,6,3,1.5,1 Car/Attached Garage,1988,10,453,Veronica T Anderson,9590209935,veronicatanderson@example.com,2022,2022-12,Tuesday
170529816,CLSD,2023-02-21,SF,189900,195000.0,113 Kensington St,Hartford,0.36,1257,1257,Half Duplex,6,3,1.5," Car/Paved, Driveway",2001,82,454,Darlene E West,9599290580,darleneewest@example.com,2023,2023-02,Tuesday
170478688,CLSD,2022-05-18,SF,269900,275000.0,6 Trout Brook Ter,West Hartford,0.17,1092,1092,Ranch,6,3,1.5, Car/Carport,1954,28,455,Tony Buccheri,2037508022,tonybuccheri@example.com,2022,2022-05,Wednesday
170498082,CLSD,2022-12-06,SF,189900,195000.0,188 Gilman St,Hartford,0.11,1042,1042,Cape Cod,6,3,1.5,1 Car/Detached Garage,1943,95,455,Tony Buccheri,2037508022,tonybuccheri@example.com,2022,2022-12,Tuesday
170504541,CLSD,2022-08-29,SF,499900,515000.0,61 Meadowbrook Rd,West Hartford,0.19,1760,1760,Colonial,7,3,2.0,"1 Car/Attached Garage, Under House Garage",1963,10,455,Tony Buccheri,2037508022,tonybuccheri@example.com,2022,2022-08,Monday
170506369,CLSD,2022-08-30,SF,275000,305000.0,11 Cassilis Rd,West Hartford,0.17,1638,1308,Cape Cod,6,3,2.0,1 Car/Attached Garage,1949,4,455,Tony Buccheri,2037508022,tonybuccheri@example.com,2022,2022-08,Tuesday
170510953,CLSD,2022-08-30,SF,339900,345000.0,15 Rumford St,West Hartford,0.27,2082,1622,Colonial,6,3,1.5,2 Car/Attached Garage,1953,5,455,Tony Buccheri,2037508022,tonybuccheri@example.com,2022,2022-08,Tuesday
170534195,CLSD,2022-12-29,SF,399900,425000.0,53 White Ave,West Hartford,0.14,1733,1733,Colonial,7,3,1.5,2 Car/Detached Garage,1930,4,455,Tony Buccheri,2037508022,tonybuccheri@example.com,2022,2022-12,Thursday
170544414,CLSD,2023-03-03,SF,199900,199900.0,77 Heath St,Hartford,0.14,1348,1348,"Colonial, Other",6,3,2.0," Car/Paved, Off Street Parking",1890,3,456,Jeffrey M Petersen,4752876231,jeffreympetersen@example.com,2023,2023-03,Friday
170519957,CLSD,2022-10-22,SF,189900,207000.0,385 Hillside Ave,Hartford,0.17,1075,1075,Cape Cod,6,3,2.0," Car/Driveway, Off Street Parking",1951,6,457,RAMON MATOS LEVEL TEAM,4750138678,ramonmatoslevelteam@example.com,2022,2022-10,Saturday
170482443,CLSD,2022-11-09,SF,254900,270000.0,184 Autumn St,Manchester,0.32,1609,1609,Cape Cod,6,3,2.0,1 Car/Detached Garage,1957,47,458,Joyce V Aparicio,8606333952,joycevaparicio@example.com,2022,2022-11,Wednesday
170501457,CLSD,2022-09-13,SF,275000,280000.0,441 Trout Brook Dr,West Hartford,0.14,1337,1337,Colonial,6,3,1.5,1 Car/Attached Garage,1953,33,458,Joyce V Aparicio,8606333952,joycevaparicio@example.com,2022,2022-09,Tuesday
170531881,CLSD,2023-02-13,SF,199900,210000.0,46 Margarita Dr,Hartford,0.1,1392,1392,"Colonial, Half Duplex",7,3,1.5,1 Car/Attached Garage,1998,61,458,Joyce V Aparicio,8606333952,joycevaparicio@example.com,2023,2023-02,Monday
170528948,CLSD,2023-03-07,SF,215000,210000.0,120 Andover St,Hartford,0.18,1146,1146,Cape Cod,6,3,2.0," Car/Paved, Driveway, Off Street Parking",1950,106,459,Merna F Hill,8603240193,mernafhill@example.com,2023,2023-03,Tuesday
170492356,CLSD,2022-08-22,SF,200000,210000.0,14 Burlington St,Hartford,0.16,1384,1384,Cape Cod,6,3,1.5," Car/Paved, On Street Parking, Security",1954,25,460,Robert E Betz,4755559495,robertebetz@example.com,2022,2022-08,Monday
170540369,CLSD,2023-02-23,SF,212000,212000.0,223 Garden St,Hartford,0.09,2227,2227,Victorian,8,3,1.5," Car/Paved, Driveway, Off Street Parking",1880,1,461,Mimi Perez,8600135462,mimiperez@example.com,2023,2023-02,Thursday
170537249,CLSD,2023-03-07,SF,210000,215000.0,219 Westminster St,Hartford,0.17,1138,1138,Cape Cod,5,3,2.0," Car/Paved, Driveway, Off Street Parking",1950,30,462,Patrick Lawrence,8605289948,patricklawrence@example.com,2023,2023-03,Tuesday
170457666,CLSD,2022-05-11,SF,199000,215000.0,277 Martin St,Hartford,0.26,1260,1260,Cape Cod,7,3,2.0," Car/Paved, Off Street Parking",1954,86,463,Wallace Freitas,9591124615,wallacefreitas@example.com,2022,2022-05,Wednesday
170534098,CLSD,2023-01-09,SF,239900,250000.0,105 Branford St,Manchester,0.17,1080,1080,Cape Cod,6,3,2.0,1 Car/Detached Garage,1942,33,463,Wallace Freitas,9591124615,wallacefreitas@example.com,2023,2023-01,Monday
170518470,CLSD,2023-01-31,SF,219000,219000.0,17 Montrose St,Hartford,0.13,1716,1716,Colonial,7,3,1.5,1 Car/Attached Garage,2005,32,464,Team Phoenix at Keller Williams,4750775798,teamphoenixatkellerwilliams@example.com,2023,2023-01,Tuesday
170541773,CLSD,2023-02-02,SF,269000,275000.0,26 Jensen St,Manchester,0.24,1718,1718,"Cape Cod, Split Level",7,3,2.0, Car/Under House Garage,1948,7,464,Team Phoenix at Keller Williams,4750775798,teamphoenixatkellerwilliams@example.com,2023,2023-02,Thursday
170516011,CLSD,2022-09-29,SF,230000,220000.0,104 Exeter St,Hartford,0.22,2017,1417,Ranch,6,3,2.0,1 Car/Attached Garage,1951,36,465,Dave Alfano,9591265917,davealfano@example.com,2022,2022-09,Thursday
170480282,CLSD,2022-07-01,SF,214000,220000.0,150 Dart St,Hartford,0.09,1357,1357,Half Duplex,7,3,1.5,1 Car/Attached Garage,1998,34,466,Elaine Evans,2030659072,elaineevans@example.com,2022,2022-07,Friday
170473003,CLSD,2022-04-23,SF,189900,220000.0,161 Harold St,Hartford,0.13,1168,1168,Colonial,5,3,1.5,1 Car/Attached Garage,1938,1,467,Brenda Carr,8603751949,brendacarr@example.com,2022,2022-04,Saturday
170461074,CLSD,2023-01-17,SF,230000,220000.0,246 Freeman St,Hartford,0.18,1410,1410,Colonial,6,3,1.5,1 Car/Attached Garage,1941,157,468,Steven W Rivkin,9591799826,stevenwrivkin@example.com,2023,2023-01,Tuesday
170466075,CLSD,2022-04-13,SF,209900,229000.0,200 Roger St,Hartford,0.14,1344,1344,Cape Cod,6,3,1.5, Car/Paved,1952,44,469,Kathy Cruz,2037243610,kathycruz@example.com,2022,2022-04,Wednesday
170478952,CLSD,2022-06-21,SF,239900,220000.0,29 N. Wellington St,New Britain,0.16,2168,1496,Colonial,7,3,1.5,2 Car/Detached Garage,1928,22,470,Maria A Sanchez,4751647284,mariaasanchez@example.com,2022,2022-06,Tuesday
